user_id,event_name,timestamp
1,LOGIN,2006-08-16 01:21:51
2,SIGNUP,2002-06-05 22:11:01
3,LOGIN,2018-04-25 07:51:21
4,DELETE,2016-06-30 13:05:25
5,DELETE,2019-04-24 11:52:13
6,LOGOUT,2011-06-06 08:34:39
7,LOGIN,2003-01-28 06:56:49
8,LOGIN,2011-12-24 21:22:30
9,LOGIN,2020-05-02 17:15:02
10,DELETE,2009-07-12 03:56:42
11,SIGNUP,2017-11-14 23:47:05
12,LOGOUT,2022-08-11 15:29:16
13,LOGIN,2015-05-18 06:51:40
14,DELETE,2014-04-23 05:54:12
15,SIGNUP,2011-01-27 01:14:04
16,LOGIN,2011-04-20 09:10:55
17,SIGNUP,2004-07-11 08:44:13
18,DELETE,2009-12-19 13:22:41
19,DELETE,2022-03-10 04:33:56
20,SIGNUP,2019-10-09 08:15:45
21,LOGOUT,2017-05-19 09:32:29
22,DELETE,2003-12-21 13:44:35
23,SIGNUP,2019-05-08 03:34:24
24,LOGOUT,2015-06-27 01:49:14
25,LOGOUT,2020-01-29 11:21:50
26,LOGOUT,2003-01-04 21:16:36
27,SIGNUP,2011-01-17 10:17:29
28,LOGOUT,2010-02-20 18:57:06
29,LOGOUT,2005-04-21 16:08:35
30,LOGIN,2006-03-08 06:07:40
31,DELETE,2009-01-14 13:33:48
32,LOGIN,2005-10-17 14:48:17
33,LOGIN,2004-11-04 19:27:30
34,LOGOUT,2018-12-15 22:17:32
35,LOGIN,2013-10-09 15:47:31
36,LOGIN,2001-04-25 03:41:38
37,SIGNUP,2009-03-13 13:35:38
38,DELETE,2021-10-12 18:24:58
39,SIGNUP,2020-04-24 12:43:25
40,LOGOUT,2020-02-15 10:17:37
41,SIGNUP,2017-06-23 07:13:46
42,LOGOUT,2015-09-09 02:31:15
43,LOGIN,2003-10-28 01:40:49
44,SIGNUP,2001-03-25 10:00:31
45,DELETE,2008-09-06 09:01:40
46,DELETE,2019-06-25 04:50:00
47,LOGOUT,2017-09-02 02:32:34
48,DELETE,2001-10-05 11:15:45
49,LOGOUT,2008-10-29 07:46:36
50,DELETE,2002-03-12 05:29:29
51,LOGIN,2022-10-18 02:47:13
52,LOGOUT,2006-02-03 23:12:45
53,SIGNUP,2012-04-27 15:18:31
54,LOGIN,2016-04-23 22:51:05
55,SIGNUP,2006-08-15 22:00:56
56,SIGNUP,2015-03-10 17:00:12
57,LOGIN,2017-08-20 09:21:29
58,DELETE,2016-10-17 00:30:40
59,SIGNUP,2003-09-05 12:41:03
60,SIGNUP,2019-06-24 20:10:11
61,SIGNUP,2023-02-12 20:59:02
62,LOGIN,2004-05-22 08:39:31
63,SIGNUP,2017-12-13 15:03:17
64,SIGNUP,2020-10-31 05:26:19
65,SIGNUP,2001-08-10 05:19:42
66,LOGIN,2017-02-15 06:29:01
67,SIGNUP,2014-01-25 09:11:22
68,LOGOUT,2002-02-03 20:18:02
69,LOGIN,2019-07-02 09:44:41
70,DELETE,2009-07-06 15:19:49
71,LOGOUT,2017-11-06 06:56:50
72,LOGOUT,2017-05-10 09:19:11
73,LOGOUT,2003-03-23 10:22:05
74,DELETE,2009-12-18 06:15:27
75,SIGNUP,2002-05-30 01:11:25
76,DELETE,2012-05-06 18:04:16
77,DELETE,2021-01-13 12:54:45
78,SIGNUP,2019-09-17 00:43:04
79,LOGOUT,2013-05-15 03:49:46
80,DELETE,2015-02-05 01:25:37
81,LOGOUT,2005-03-15 12:24:25
82,SIGNUP,2015-08-20 02:57:07
83,LOGIN,2014-08-05 23:20:21
84,LOGOUT,2019-10-05 16:04:12
85,SIGNUP,2012-07-30 07:17:22
86,SIGNUP,2020-12-18 03:46:17
87,LOGOUT,2019-03-02 12:35:41
88,LOGIN,2007-06-01 17:13:18
89,LOGOUT,2012-04-11 05:53:40
90,SIGNUP,2003-04-28 04:46:12
91,LOGOUT,2006-04-12 08:14:36
92,LOGIN,2017-03-04 09:14:25
93,LOGOUT,2012-05-22 16:38:32
94,LOGIN,2005-08-07 22:57:14
95,DELETE,2022-02-25 01:32:55
96,DELETE,2011-06-07 17:39:35
97,SIGNUP,2013-03-02 23:24:50
98,LOGIN,2014-05-17 02:13:47
99,SIGNUP,2017-07-05 13:07:58
100,LOGIN,2021-04-03 20:00:43
101,SIGNUP,2015-02-03 01:08:46
102,LOGOUT,2015-11-28 10:25:09
103,SIGNUP,2014-02-16 07:41:21
104,LOGIN,2021-11-11 21:07:26
105,DELETE,2007-06-22 17:59:17
106,DELETE,2009-09-28 04:56:27
107,LOGIN,2015-03-19 02:02:15
108,LOGIN,2004-06-18 08:25:11
109,LOGOUT,2017-09-17 11:14:35
110,DELETE,2006-06-22 18:06:29
111,LOGOUT,2004-05-08 04:35:26
112,LOGOUT,2007-04-16 12:43:39
113,SIGNUP,2022-07-15 09:16:58
114,LOGOUT,2015-11-25 04:50:18
115,SIGNUP,2021-01-17 11:38:14
116,SIGNUP,2015-10-11 16:05:17
117,LOGIN,2006-12-08 02:04:41
118,LOGIN,2009-12-04 19:11:30
119,SIGNUP,2016-05-04 17:36:12
120,LOGIN,2007-07-09 14:15:52
121,LOGOUT,2014-11-09 17:09:16
122,LOGOUT,2019-06-13 04:52:32
123,LOGIN,2020-11-07 19:35:01
124,SIGNUP,2022-07-09 19:15:17
125,DELETE,2019-03-05 17:43:39
126,DELETE,2007-11-02 12:29:35
127,DELETE,2012-01-10 17:01:51
128,DELETE,2006-08-25 15:53:48
129,DELETE,2022-02-15 22:37:08
130,LOGIN,2005-10-09 06:11:09
131,LOGIN,2012-06-15 23:52:01
132,SIGNUP,2011-11-25 08:11:50
133,LOGIN,2011-04-04 08:06:34
134,SIGNUP,2013-05-27 11:19:39
135,SIGNUP,2007-01-24 21:06:13
136,LOGIN,2008-02-23 06:14:02
137,LOGIN,2020-09-26 18:56:59
138,LOGIN,2008-06-19 03:10:18
139,DELETE,2010-04-13 03:58:45
140,SIGNUP,2001-04-27 12:48:57
141,SIGNUP,2021-05-26 23:40:22
142,SIGNUP,2016-11-16 01:17:06
143,LOGIN,2010-02-14 22:56:17
144,SIGNUP,2017-03-31 12:45:22
145,LOGOUT,2011-12-09 16:39:49
146,LOGOUT,2012-03-22 06:44:01
147,LOGOUT,2005-11-02 01:50:49
148,SIGNUP,2012-08-13 22:34:53
149,DELETE,2011-08-13 07:52:52
150,LOGIN,2012-03-01 22:32:43
151,LOGIN,2009-03-19 10:36:28
152,LOGIN,2016-01-08 23:56:43
153,LOGOUT,2019-08-16 19:42:17
154,LOGOUT,2017-08-09 02:34:40
155,LOGIN,2016-11-09 13:34:29
156,LOGOUT,2010-05-23 05:50:14
157,LOGOUT,2002-11-17 02:33:57
158,SIGNUP,2007-07-22 04:18:20
159,LOGIN,2014-05-04 05:58:06
160,DELETE,2003-10-03 21:11:02
161,LOGIN,2020-06-30 12:22:47
162,LOGIN,2022-06-21 07:11:36
163,DELETE,2011-04-17 17:24:01
164,DELETE,2017-08-10 22:34:36
165,DELETE,2022-05-08 05:28:17
166,SIGNUP,2018-05-08 11:50:17
167,SIGNUP,2001-11-26 07:11:52
168,SIGNUP,2021-01-16 06:40:03
169,LOGOUT,2009-08-21 07:03:01
170,LOGOUT,2009-07-28 22:32:41
171,SIGNUP,2014-03-19 20:50:20
172,LOGIN,2013-03-16 07:19:51
173,LOGOUT,2014-01-30 06:31:36
174,LOGIN,2006-11-30 18:52:05
175,SIGNUP,2009-12-10 00:20:07
176,LOGOUT,2016-08-30 11:38:21
177,DELETE,2020-02-13 00:04:22
178,LOGOUT,2007-01-08 03:54:47
179,SIGNUP,2016-04-18 21:27:09
180,LOGIN,2010-08-22 15:51:11
181,LOGOUT,2013-08-03 04:35:09
182,SIGNUP,2001-12-09 00:35:51
183,LOGIN,2016-07-19 20:01:25
184,DELETE,2002-04-13 23:06:56
185,SIGNUP,2010-12-29 17:23:23
186,LOGOUT,2004-06-02 01:58:56
187,DELETE,2018-01-02 16:19:56
188,LOGOUT,2016-06-28 20:44:09
189,LOGOUT,2015-10-17 15:56:18
190,LOGIN,2010-02-15 21:55:24
191,DELETE,2018-11-13 11:15:33
192,LOGOUT,2010-08-20 00:53:20
193,SIGNUP,2010-07-09 06:43:23
194,LOGIN,2010-09-07 20:11:49
195,LOGIN,2013-03-20 00:56:45
196,SIGNUP,2003-12-19 16:21:13
197,LOGIN,2018-02-16 13:00:55
198,LOGOUT,2021-12-28 03:17:41
199,DELETE,2014-02-17 04:24:00
200,SIGNUP,2012-09-27 18:50:23
201,LOGIN,2013-07-27 01:32:58
202,LOGOUT,2015-08-31 14:24:36
203,LOGIN,2009-03-07 01:24:47
204,SIGNUP,2010-06-25 11:17:05
205,SIGNUP,2017-02-25 11:55:34
206,LOGIN,2009-06-18 20:48:53
207,LOGOUT,2022-11-02 07:53:48
208,DELETE,2010-04-02 21:00:56
209,DELETE,2012-10-01 01:07:34
210,LOGOUT,2008-03-19 09:07:17
211,DELETE,2010-10-22 23:32:11
212,DELETE,2021-02-03 00:09:34
213,SIGNUP,2002-02-03 10:47:33
214,DELETE,2013-10-17 22:15:39
215,DELETE,2020-08-15 01:43:41
216,SIGNUP,2015-10-08 04:29:47
217,DELETE,2007-03-20 23:38:59
218,SIGNUP,2004-09-09 23:46:59
219,SIGNUP,2020-09-28 23:00:04
220,DELETE,2021-01-17 13:44:01
221,LOGOUT,2013-09-21 02:37:16
222,LOGIN,2016-07-16 13:17:32
223,LOGIN,2012-12-03 12:40:26
224,SIGNUP,2005-08-06 14:06:35
225,LOGIN,2011-07-25 22:21:20
226,DELETE,2020-02-12 01:02:19
227,LOGOUT,2008-12-12 06:33:27
228,SIGNUP,2004-03-27 17:18:35
229,LOGIN,2004-01-01 13:43:13
230,DELETE,2017-11-15 23:50:14
231,LOGIN,2014-01-25 13:55:26
232,LOGOUT,2007-08-18 10:21:27
233,SIGNUP,2021-09-30 06:39:49
234,DELETE,2005-12-26 19:33:18
235,LOGIN,2005-02-12 12:21:21
236,LOGIN,2002-05-01 08:12:34
237,SIGNUP,2015-03-17 12:17:16
238,LOGIN,2007-02-06 14:29:13
239,SIGNUP,2013-09-02 20:33:49
240,DELETE,2015-01-15 10:37:27
241,LOGIN,2018-10-27 20:23:36
242,DELETE,2015-01-21 08:18:45
243,LOGIN,2001-07-10 20:49:19
244,LOGIN,2005-05-30 15:18:55
245,SIGNUP,2001-07-29 07:55:34
246,SIGNUP,2021-05-30 22:18:57
247,LOGOUT,2007-10-11 12:20:04
248,DELETE,2005-03-10 09:46:50
249,SIGNUP,2014-01-16 06:29:57
250,LOGOUT,2008-08-10 12:50:52
251,LOGIN,2009-06-03 06:05:36
252,DELETE,2007-03-18 07:40:57
253,SIGNUP,2006-08-23 17:45:31
254,DELETE,2006-06-16 06:00:23
255,LOGOUT,2002-07-24 19:14:26
256,SIGNUP,2012-07-26 18:12:00
257,DELETE,2016-05-23 12:25:43
258,LOGIN,2010-12-15 23:36:56
